"","OTU","Sample","Abundance","Condition","Site","Time","Condition_Time","Kingdom","Phylum"
"337","x1570","X3300048094.Pre_Drought_48hr",0.0260015111427828,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Chloroflexi"
"1722","x343","X3300048099.Pre_drought_0hr",0.0259623840633805,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Firmicutes"
"2174","x555","X3300045470.Drought_6hr",0.0251677220429508,"Drought","Site2","6hr","Drought_6hr","Archaea","Thaumarchaeota"
"692","x2258","X3300048099.Pre_drought_0hr",0.0251525085276494,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Planctomycetes"
"823","x2772","X3300048093.Pre_drought_6hr",0.0251222437302306,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Actinobacteria"
"1729","x343","X3300048052.Pre_drought_0hr",0.0251065605909212,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Firmicutes"
"365","x1627","X3300049557.Drought_48_hr",0.0249328999321407,"Drought","Site3","48hr","Drought_48hr","Bacteria","Acidobacteria"
"67","x1088","X3300045467.Pre_drought_6hr",0.0249026448735555,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Bacteroidetes"
"1718","x343","X3300045469.Drought_0hr",0.0246821246159566,"Drought","Site2","0hr","Drought_0hr","Bacteria","Firmicutes"
"47","x1088","X3300049512.Drought_0hr",0.0243942806519426,"Drought","Site3","0hr","Drought_0hr","Bacteria","Bacteroidetes"
"669","x2258","X3300045464.Drought_0hr",0.0240507759071657,"Drought","Site2","0hr","Drought_0hr","Bacteria","Planctomycetes"
"1724","x343","X3300044945.Drought_6hr",0.0240078181290611,"Drought","Site3","6hr","Drought_6hr","Bacteria","Firmicutes"
"1716","x343","X3300048093.Pre_drought_6hr",0.0238839441272562,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Firmicutes"
"2204","x555","X3300044945.Drought_6hr",0.0237535170169828,"Drought","Site3","6hr","Drought_6hr","Archaea","Thaumarchaeota"
"1748","x343","X3300045465.Drought_48_hr",0.023679177561083,"Drought","Site2","48hr","Drought_48hr","Bacteria","Firmicutes"
"2179","x555","X3300044944.Pre_drought_0hr",0.0234625779342925,"PreDrought","Site3","0hr","PreDrought_0hr","Archaea","Thaumarchaeota"
"348","x1570","X3300045471.Drought_6hr",0.0234250081362935,"Drought","Site3","6hr","Drought_6hr","Bacteria","Chloroflexi"
"46","x1088","X3300044945.Drought_6hr",0.0234168940705457,"Drought","Site3","6hr","Drought_6hr","Bacteria","Bacteroidetes"
"1732","x343","X3300044942.Pre_drought_6hr",0.023383667101058,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Firmicutes"
"63","x1088","X3300048092.Pre_drought_0hr",0.0233164395560323,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Bacteroidetes"
"346","x1570","X3300049628.Drought_0hr",0.0232618201503685,"Drought","Site1","0hr","Drought_0hr","Bacteria","Chloroflexi"
"1721","x343","X3300048095.Drought_6hr",0.0232535789534517,"Drought","Site1","6hr","Drought_6hr","Bacteria","Firmicutes"
"316","x1570","X3300044942.Pre_drought_6hr",0.0230833863995446,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Chloroflexi"
"566","x2007","X3300044942.Pre_drought_6hr",0.0229955182828287,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Nitrospirae"
"683","x2258","X3300049512.Drought_0hr",0.0227783447915738,"Drought","Site3","0hr","Drought_0hr","Bacteria","Planctomycetes"
"636","x2180","X3300045469.Drought_0hr",0.0227655769945794,"Drought","Site2","0hr","Drought_0hr","Bacteria","Verrucomicrobia"
"695","x2258","X3300048053.Pre_Drought_48hr",0.0226854365589119,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Planctomycetes"
"840","x2772","X3300048053.Pre_Drought_48hr",0.022506654659586,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Actinobacteria"
"641","x2180","X3300045472.Drought_48_hr",0.0221494300100637,"Drought","Site3","48hr","Drought_48hr","Bacteria","Verrucomicrobia"
"321","x1570","X3300045472.Drought_48_hr",0.0221241971210115,"Drought","Site3","48hr","Drought_48hr","Bacteria","Chloroflexi"
"128","x1156","X3300045470.Drought_6hr",0.022095038582643,"Drought","Site2","6hr","Drought_6hr","Bacteria","Gemmatimonadetes"
"1719","x343","X3300048094.Pre_Drought_48hr",0.0218900908959965,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Firmicutes"
"271","x1558","X3300049511.Drought_6hr",0.0218215185570982,"Drought","Site2","6hr","Drought_6hr","Bacteria","Cyanobacteria"
"54","x1088","X3300049557.Drought_48_hr",0.0217784651435784,"Drought","Site3","48hr","Drought_48hr","Bacteria","Bacteroidetes"
"674","x2258","X3300045458.Pre_Drought_48hr",0.0215237895115261,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Planctomycetes"
"651","x2180","X3300045467.Pre_drought_6hr",0.0214047665403072,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Verrucomicrobia"
"826","x2772","X3300045463.Pre_Drought_48hr",0.0213751162472682,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Actinobacteria"
"343","x1570","X3300045473.Drought_48_hr",0.0213721607859081,"Drought","Site2","48hr","Drought_48hr","Bacteria","Chloroflexi"
"136","x1156","X3300045458.Pre_Drought_48hr",0.0212382166379111,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Gemmatimonadetes"
"118","x1156","X3300045467.Pre_drought_6hr",0.0209074493807135,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Gemmatimonadetes"
"111","x1156","X3300045466.Pre_drought_0hr",0.0208722297113885,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Gemmatimonadetes"
"1743","x343","X3300044943.Pre_Drought_48hr",0.0207926234737564,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Firmicutes"
"1745","x343","X3300049512.Drought_0hr",0.0206620397485581,"Drought","Site3","0hr","Drought_0hr","Bacteria","Firmicutes"
"479","x1730","X3300045470.Drought_6hr",0.0203988092996286,"Drought","Site2","6hr","Drought_6hr","Bacteria","Ignavibacteriae"
"253","x1558","X3300045466.Pre_drought_0hr",0.0203863796347843,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Cyanobacteria"
"832","x2772","X3300045467.Pre_drought_6hr",0.0203816744352951,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Actinobacteria"
"2180","x555","X3300045459.Drought_6hr",0.0202079215875311,"Drought","Site1","6hr","Drought_6hr","Archaea","Thaumarchaeota"
"648","x2180","X3300045470.Drought_6hr",0.0198804183226872,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"661","x2180","X3300048052.Pre_drought_0hr",0.0198575819283356,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"140","x1156","X3300048099.Pre_drought_0hr",0.019801250773426,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"439","x1725","X3300045466.Pre_drought_0hr",0.0194413644289651,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"653","x2180","X3300044945.Drought_6hr",0.0192950968789429,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2198","x555","X3300049512.Drought_0hr",0.019101914297023,"Drought","Site3","0hr","Drought_0hr","Archaea","Phylum < 2%"
"320","x1570","X3300048093.Pre_drought_6hr",0.0190436020840463,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2158","x553","X3300048095.Drought_6hr",0.0187912417372847,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"332","x1570","X3300048095.Drought_6hr",0.0186673588781066,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"331","x1570","X3300045467.Pre_drought_6hr",0.0185281008488402,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"132","x1156","X3300048100.Pre_drought_6hr",0.0185113590819291,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"581","x2007","X3300049511.Drought_6hr",0.0183230012890393,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"61","x1088","X3300049628.Drought_0hr",0.0182841799768258,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"650","x2180","X3300048094.Pre_Drought_48hr",0.018027158453513,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"567","x2007","X3300045466.Pre_drought_0hr",0.01794056618097,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"584","x2007","X3300048054.Drought_0hr",0.0175961825231136,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"120","x1156","X3300045471.Drought_6hr",0.0175018748850306,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2200","x555","X3300049557.Drought_48_hr",0.0174948829468925,"Drought","Site3","48hr","Drought_48hr","Archaea","Phylum < 2%"
"2183","x555","X3300045468.Pre_Drought_48hr",0.0173604599317157,"PreDrought","Site2","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"2371","x662","X3300045458.Pre_Drought_48hr",0.0171541194773105,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"670","x2258","X3300048100.Pre_drought_6hr",0.0171500157106787,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"108","x1156","X3300045461.Pre_drought_0hr",0.0171371521375837,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2187","x555","X3300048053.Pre_Drought_48hr",0.0171233330243276,"PreDrought","Site3","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"36","x1088","X3300045464.Drought_0hr",0.0169874050862805,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1737","x343","X3300048054.Drought_0hr",0.0167642488266596,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"131","x1156","X3300044943.Pre_Drought_48hr",0.0166825159261652,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2190","x555","X3300045461.Pre_drought_0hr",0.016408278870521,"PreDrought","Site2","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"115","x1156","X3300044942.Pre_drought_6hr",0.0163843566386246,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"127","x1156","X3300048052.Pre_drought_0hr",0.0163666949141824,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"569","x2007","X3300048052.Pre_drought_0hr",0.0161010839457142,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"587","x2007","X3300048100.Pre_drought_6hr",0.0160786295212982,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"135","x1156","X3300045463.Pre_Drought_48hr",0.0160621808719188,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2178","x555","X3300045464.Drought_0hr",0.0159759189837867,"Drought","Site2","0hr","Drought_0hr","Archaea","Phylum < 2%"
"69","x1088","X3300045468.Pre_Drought_48hr",0.0159209998472359,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"339","x1570","X3300045470.Drought_6hr",0.0159049031472266,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"251","x1558","X3300048054.Drought_0hr",0.0156183778862605,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1742","x343","X3300045458.Pre_Drought_48hr",0.0153799220497449,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"112","x1156","X3300049511.Drought_6hr",0.0153298923508611,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"126","x1156","X3300048094.Pre_Drought_48hr",0.0152811576330821,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"326","x1570","X3300045466.Pre_drought_0hr",0.0151128819283095,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"659","x2180","X3300045471.Drought_6hr",0.0148978187658304,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"589","x2007","X3300045471.Drought_6hr",0.0147660461858471,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"572","x2007","X3300045467.Pre_drought_6hr",0.0146991404707542,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"655","x2180","X3300048099.Pre_drought_0hr",0.0146050646071511,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"579","x2007","X3300044944.Pre_drought_0hr",0.0146042039532644,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"347","x1570","X3300048092.Pre_drought_0hr",0.0145876726504312,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"649","x2180","X3300044944.Pre_drought_0hr",0.0145568048059224,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"106","x1156","X3300045462.Pre_drought_6hr",0.0142811208831826,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"51","x1088","X3300048051.Drought_0hr",0.0142602392002649,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"685","x2258","X3300045468.Pre_Drought_48hr",0.0142008512562053,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1726","x343","X3300048051.Drought_0hr",0.0141702051034811,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"113","x1156","X3300045472.Drought_48_hr",0.0141548096620097,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"592","x2007","X3300045462.Pre_drought_6hr",0.014095582935554,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"110","x1156","X3300048093.Pre_drought_6hr",0.0140030309996162,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1720","x343","X3300048092.Pre_drought_0hr",0.0139595949277048,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"654","x2180","X3300044943.Pre_Drought_48hr",0.0138372283278652,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"663","x2180","X3300048054.Drought_0hr",0.0138132387335772,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"634","x2180","X3300048093.Pre_drought_6hr",0.0137518345660855,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"330","x1570","X3300048054.Drought_0hr",0.0137426028536895,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"638","x2180","X3300049557.Drought_48_hr",0.0136844935760071,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"664","x2180","X3300049512.Drought_0hr",0.0131436720298117,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"642","x2180","X3300048100.Pre_drought_6hr",0.0131402474749096,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"345","x1570","X3300045458.Pre_Drought_48hr",0.0131236938142333,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"267","x1558","X3300045463.Pre_Drought_48hr",0.0130482039513222,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"261","x1558","X3300048093.Pre_drought_6hr",0.0130445319789182,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"338","x1570","X3300048100.Pre_drought_6hr",0.0130338925240306,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2153","x553","X3300045460.Drought_48_hr",0.0129105146957362,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"699","x2258","X3300045465.Drought_48_hr",0.0128836188150718,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"38","x1088","X3300048095.Drought_6hr",0.012808146638991,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"250","x1558","X3300044944.Pre_drought_0hr",0.0128065474022195,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"577","x2007","X3300045458.Pre_Drought_48hr",0.0126173589319372,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"766","x2647","X3300045463.Pre_Drought_48hr",0.0125829625783455,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"130","x1156","X3300049512.Drought_0hr",0.0125573419875819,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"68","x1088","X3300048096.Drought_48_hr",0.0123916430742925,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"593","x2007","X3300045473.Drought_48_hr",0.01239101862123,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2192","x555","X3300045473.Drought_48_hr",0.0123634146716569,"Drought","Site2","48hr","Drought_48hr","Archaea","Phylum < 2%"
"323","x1570","X3300045462.Pre_drought_6hr",0.0123294079109359,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"269","x1558","X3300048052.Pre_drought_0hr",0.0121042712773358,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"257","x1558","X3300045465.Drought_48_hr",0.012053110606926,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"643","x2180","X3300048095.Drought_6hr",0.0119371351961101,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"340","x1570","X3300049511.Drought_6hr",0.0119330947116071,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"447","x1725","X3300048093.Pre_drought_6hr",0.0119289701778346,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1725","x343","X3300048053.Pre_Drought_48hr",0.0118989286329144,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"582","x2007","X3300048094.Pre_Drought_48hr",0.0117985378809129,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"660","x2180","X3300049628.Drought_0hr",0.0116262566253492,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"583","x2007","X3300045470.Drought_6hr",0.0115293137839415,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"635","x2180","X3300048096.Drought_48_hr",0.0113985046963377,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"328","x1570","X3300048052.Pre_drought_0hr",0.0113580309373538,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"554","x1772","X3300049512.Drought_0hr",0.0112255901629985,"Drought","Site3","0hr","Drought_0hr","Archaea","Phylum < 2%"
"341","x1570","X3300044943.Pre_Drought_48hr",0.0111889976268465,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"273","x1558","X3300044943.Pre_Drought_48hr",0.0110708526544946,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"446","x1725","X3300045473.Drought_48_hr",0.0109197281089835,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"262","x1558","X3300049512.Drought_0hr",0.0108746902361935,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"107","x1156","X3300048054.Drought_0hr",0.0108543802093961,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"575","x2007","X3300045468.Pre_Drought_48hr",0.0107108746924536,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"588","x2007","X3300048053.Pre_Drought_48hr",0.010700427752248,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"561","x2007","X3300045469.Drought_0hr",0.0106162306021409,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"268","x1558","X3300045461.Pre_drought_0hr",0.0103556493562535,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"586","x2007","X3300044943.Pre_Drought_48hr",0.0102228838340674,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"565","x2007","X3300048096.Drought_48_hr",0.0101855678722095,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"571","x2007","X3300045472.Drought_48_hr",0.0100855857541837,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"334","x1570","X3300045468.Pre_Drought_48hr",0.0100017015188229,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
