Feature,Kingdom,Phylum,Class,Order,Family,Genus
x2666,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Schizotequatrovirus
x2671,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Schmittlotzvirus
x2672,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Schnabeltiervirus
x2694,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Sednavirus
x2705,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Septimatrevirus
x2714,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Seunavirus
x2715,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Seuratvirus
x2716,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Shalavirus
x2717,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Shamshuipovirus
x2718,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Shapirovirus
x2739,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus
x2748,Viruses,"dsDNA_viruses,_no_RNA_stage",unclassified,unclassified,unclassified,Siovirus
x2754,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Slashvirus
x2755,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Slopekvirus
x2758,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Smoothievirus
x2774,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Soupsvirus
x2817,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Steinhofvirus
x2827,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Stopavirus
x2883,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Ackermannviridae,Taipeivirus
x2888,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Tangaroavirus
x2897,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Teetrevirus
x2898,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Tefnutvirus
x2910,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Demerecviridae,Tequintavirus
x2911,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Terapinvirus
x2924,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
x2945,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Thaumasvirus
x3009,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Thetisvirus
x3042,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Tigrvirus
x3043,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Tijeunavirus
x3046,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
x3051,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Titanvirus
x3052,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus
x3085,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Tsarbombavirus
x3090,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Tulanevirus
x3096,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Uetakevirus
x3101,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Unaquatrovirus
x3118,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus
x3123,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Vendettavirus
x3125,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Vequintavirus
x3131,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Vhmlvirus
x3134,Viruses,"dsDNA_viruses,_no_RNA_stage",unclassified,unclassified,unclassified,Vipivirus
x3140,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Vividuovirus
x3141,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Voetvirus
x3158,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Wifcevirus
x3164,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Wizardvirus
x3166,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Woesvirus
x3171,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Woodruffvirus
x3173,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Wphvirus
x3174,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Wumptrevirus
x3181,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Xiamenvirus
x3182,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Xipdecavirus
x3195,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Yokohamavirus
x3199,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Yuavirus
x3200,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Yvonnevirus
x666,Viruses,dsDNA_viruses,Malgrandaviricetes,Petitvirales,Microviridae,Chlamydiamicrovirus
x937,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus
x496,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Calidithermus
x843,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
x1727,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus
x1763,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus
x2073,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus
x3008,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
x3082,Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera
x491,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio
x834,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter
x852,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio
x1105,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes
x1187,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio
x1921,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum
x2700,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Seleniivibrio
x8,Bacteria,Cyanobacteria,unclassified,Synechococcales,Acaryochloridaceae,Acaryochloris
x129,Bacteria,Cyanobacteria,unclassified,Chroococcidiopsidales,Chroococcidiopsidaceae,Aliterella
x193,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Anabaena
x194,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Anabaenopsis
x245,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Aphanizomenon
x246,Bacteria,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Aphanocapsa
x247,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Aphanothece
x291,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Arthrospira
x311,Bacteria,Cyanobacteria,unclassified,Nostocales,Fortieaceae,Aulosira
x342,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Baaleninema
x500,Bacteria,Cyanobacteria,unclassified,Nostocales,Calotrichaceae,Calothrix
x514,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Candidatus_Atelocyanobacterium
x646,Bacteria,Cyanobacteria,unclassified,Synechococcales,Chamaesiphonaceae,Chamaesiphon
x674,Bacteria,Cyanobacteria,unclassified,Chroococcales,Entophysalidaceae,Chlorogloea
x675,Bacteria,Cyanobacteria,unclassified,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis
x679,Bacteria,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Chondrocystis
x686,Bacteria,Cyanobacteria,unclassified,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis
x690,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Chrysosporum
x728,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Coleofasciculus
x770,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Gomontiellaceae,Crinalium
x777,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera
x799,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Cuspidothrix
x802,Bacteria,Cyanobacteria,unclassified,Chroococcales,Geminocystaceae,Cyanobacterium
x803,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Cyanobium
x804,Bacteria,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Cyanosarcina
x805,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece
x810,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Cylindrospermopsis
x811,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Cylindrospermum
x820,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Dactylococcopsis
x858,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Desertifilaceae,Desertifilum
x950,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Dolichospermum
x987,Bacteria,Cyanobacteria,unclassified,Synechococcales,Oculatellaceae,Elainella
x1036,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Euhalothece
x1087,Bacteria,Cyanobacteria,unclassified,Nostocales,Hapalosiphonaceae,Fischerella
x1120,Bacteria,Cyanobacteria,unclassified,Nostocales,Fortieaceae,Fortiea
x1161,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Geitlerinema
x1168,Bacteria,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Geminocystis
x1206,Bacteria,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Gloeobacter
x1207,Bacteria,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Gloeocapsa
x1208,Bacteria,Cyanobacteria,unclassified,Gloeoemargaritales,Gloeomargaritaceae,Gloeomargarita
x1210,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Gloeothece
x1293,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Halomicronema
x1315,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Halothece
x1324,Bacteria,Cyanobacteria,unclassified,Nostocales,Hapalosiphonaceae,Hapalosiphon
x1329,Bacteria,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Hassalia
x1330,Bacteria,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Hassallia
x1473,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Kamptonema
x1592,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Leptolyngbya
x1623,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Limnospira
x1670,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Lyngbya
x1757,Bacteria,Cyanobacteria,unclassified,Nostocales,Symphyonemataceae,Mastigocladopsis
x1758,Bacteria,Cyanobacteria,unclassified,Nostocales,Hapalosiphonaceae,Mastigocoleus
x1774,Bacteria,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Merismopedia
x1864,Bacteria,Cyanobacteria,unclassified,Nostocales,Rivulariaceae,Microchaete
x1866,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Microcoleus
x1867,Bacteria,Cyanobacteria,unclassified,Chroococcales,Microcystaceae,Microcystis
x1874,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,unclassified,Microseira
x1908,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Moorea
x1950,Bacteria,Cyanobacteria,unclassified,Pleurocapsales,Hyellaceae,Myxosarcina
x2002,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Neosynechococcus
x2044,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Nodosilinea
x2045,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Nodularia
x2051,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc
x2119,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Oscillatoria
x2195,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochlorococcaceae,Parasynechococcus
x2279,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Phormidesmis
x2280,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Phormidium
x2315,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothricoides
x2316,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix
x2331,Bacteria,Cyanobacteria,unclassified,Pleurocapsales,Hyellaceae,Pleurocapsa
x2371,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus
x2372,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochloron
x2373,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochlorotrichaceae,Prochlorothrix
x2402,Bacteria,Cyanobacteria,unclassified,Synechococcales,Pseudanabaenaceae,Pseudanabaena
x2491,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Raphidiopsis
x2539,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Rippkaea
x2544,Bacteria,Cyanobacteria,unclassified,Nostocales,Rivulariaceae,Rivularia
x2579,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Rubidibacter
x2679,Bacteria,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema
x2780,Bacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Sphaerospermopsis
x2795,Bacteria,Cyanobacteria,unclassified,Spirulinales,Spirulinaceae,Spirulina
x2812,Bacteria,Cyanobacteria,unclassified,Pleurocapsales,Dermocarpellaceae,Stanieria
x2819,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos
x2870,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus
x2871,Bacteria,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis
x3002,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Thermosynechococcus
x3054,Bacteria,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix
x3075,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Trichormus
x3178,Bacteria,Cyanobacteria,unclassified,Pleurocapsales,Xenococcaceae,Xenococcus
x24,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus
x27,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus
x78,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum
x490,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
x493,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Caldivirga
x512,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Candidatus_Aramenus
x918,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus
x1072,Archaea,Crenarchaeota,Thermoprotei,Fervidicoccales,Fervidicoccaceae,Fervidicoccus
x1398,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus
x1413,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus
x1414,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignisphaera
x1785,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera
x2473,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum
x2475,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium
x2476,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus
x2608,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus
x2814,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus
x2848,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus
x2849,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
x2859,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera
x2976,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
x2982,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius
x2995,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus
x2998,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermosphaera
x3146,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta
x753,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter
x1381,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra
x1989,Eukaryota,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella
x2175,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Parameciidae,Paramecium
x2928,Eukaryota,Ciliophora,Oligohymenophorea,Hymenostomatida,Tetrahymenidae,Tetrahymena
x209,Eukaryota,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Anaeromyces
x365,Eukaryota,Chytridiomycota,Chytridiomycetes,Rhizophydiales,unclassified,Batrachochytrium
x1217,Eukaryota,Chytridiomycota,Monoblepharidomycetes,Monoblepharidales,Gonapodyaceae,Gonapodya
x1992,Eukaryota,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Neocallimastix
x2304,Eukaryota,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Piromyces
x2796,Eukaryota,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces
x689,Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Chrysiogenes
x914,Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum
x102,Eukaryota,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda
x435,Eukaryota,Chordata,Leptocardii,Amphioxiformes,Branchiostomidae,Branchiostoma
x696,Eukaryota,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona
x825,Eukaryota,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio
x1369,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo
x1933,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Mus
x2090,Eukaryota,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura
x2494,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus
x3179,Eukaryota,Chordata,Amphibia,Anura,Pipidae,Xenopus
x667,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas
x669,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella
x720,Eukaryota,Chlorophyta,Trebouxiophyceae,unclassified,unclassified,Coccomyxa
x1870,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas
x2122,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus
x3144,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Volvox
x206,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
x278,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena
x485,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
x522,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Oscillochloridaceae,Candidatus_Chloroploca
x576,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Candidatus_Promineofilum
x595,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Oscillochloridaceae,Candidatus_Viridilinea
x673,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus
x841,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
x842,Bacteria,Chloroflexi,Dehalococcoidia,unclassified,unclassified,Dehalogenimonas
x1104,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea
x1352,Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
x1472,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,Kallotenue
x1525,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter
x1606,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea
x2030,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea
x2121,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Oscillochloridaceae,Oscillochloris
x2234,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
x2561,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus
x2777,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
x2951,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermanaerothrix
x2962,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,Thermobaculum
x2980,Bacteria,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
x2981,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,Thermogemmatispora
x2987,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium
x2999,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix
x671,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum
x672,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium
x676,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton
x2233,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon
x2386,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris
x577,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia
x581,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Candidatus_Rubidus
x665,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia
x766,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Criblamydiaceae,Criblamydia
x1031,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Criblamydiaceae,Estrella
x1993,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Neochlamydia
x2164,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia
x2737,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania
x3148,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia
x31,Archaea,Candidatus_Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma
x41,Archaea,Candidatus_Thermoplasmatota,unclassified,unclassified,unclassified,Aciduliprofundum
