"","p.Weighted","q.Weighted","cor.Weighted","Z.Weighted","p.Standard","q.Standard","cor.Standard","Z.Standard"
"KO:K11781",0.143976035313332,0.392339758677328,-0.255961880567061,-1.497836670959,0.0272744009957249,0.0411215274423969,-0.378539871442488,-2.3135043388625
"KO:K11782",0.0309876331402417,0.114033312838021,-0.370539159925789,-2.25672696768486,0.0177012873766067,0.030460981013436,-0.404344194712219,-2.50087353251381
"KO:K11783",0.287364605281865,0.653868376668953,0.187856919945988,1.08194166735408,0.0513853647497347,0.0634882026013991,0.336883002686839,2.02400838639903
"KO:K11784",0.866141521523482,0.999932788867681,-0.0300246355458786,-0.169921594798652,0.274174041514122,0.207008368214273,-0.192982456140351,-1.11258782233318
"KO:K11785",0.874396043315514,0.999932788867681,0.0281578837198118,0.159348227632659,0.912356808168646,0.444158194632901,0.0196078431372549,0.110940039245046
"KO:K11890",0.000376627532856277,0.00254700120387099,-0.5748521522356,-3.97412263185675,0.000240050406224324,0.00146105251155489,-0.590023075500824,-4.13392474158596
"KO:K11891",1.33960687336288e-05,0.000129774415857029,-0.672170461531508,-5.13558708244684,0.000581876866727171,0.00259946935548376,-0.559463450995679,-3.81828319469343
"KO:K11892",0.619052641500967,0.999932788867681,-0.0884075088795977,-0.502074319424709,0.409127168668503,0.272215037741729,-0.146267527629939,-0.836409611278201
"KO:K11893",0.126625013548183,0.355301902606233,-0.267177236828079,-1.56839802324964,0.00824671915310082,0.0176178601563929,-0.445709329721142,-2.81654982230895
"KO:K11895",0.000542117578532508,0.00353059767531676,-0.562019001579851,-3.84375056794619,0.00189604704433499,0.00615476900484582,-0.513511121001852,-3.38528764309588
"KO:K11896",4.83689910346641e-08,1.00229861101242e-06,-0.78165699592358,-7.08940062168705,1.94029009485952e-05,0.000306019055394974,-0.662876288517986,-5.00821371727376
"KO:K11897",1.37384059684109e-09,4.76815806602205e-08,-0.829192751617212,-8.39165464002722,0.000823912949546202,0.00335062723338885,-0.546597973213056,-3.6924324518579
"KO:K11898",2.30755240204772e-06,2.82074623278704e-05,-0.712242324302309,-5.73993129838587,0.00251178238510308,0.00737179380834076,-0.501552261983187,-3.27952647739366
"KO:K11900",4.66240379637384e-11,3.0111357851581e-09,-0.864007619552687,-9.70759014383769,0.000216517958956386,0.00136358143810585,-0.593395252837977,-4.17033626753391
